StartDate,wildfires,biodiversity,SLR,flooding,drought,ocean,infections,hurricanes,energy,waterways,solar,wind,coal,hydro,gas,nuclear,oilPercent,gasPercent,coalPercent,renewPercent,nuclearPercent,offshoreDrill,offshoreWind,nuclearLocal,retreat,develop,pipelines,seaWalls,taxRebates,fracking,nep1,nep2,nep3,nep4,nep5,nep6,sci1,sci2,sci3,sci4,sci5,sciPol1,sciPol2,sciPol3,sciPol4,sciPol5,cckIcecap,cckAveTemp,cckCoastal,cckHurricanes,cckNuclear,cckCancer,cckEffects,cckPlants,cckGas,gcc,gccCertIS,gccCertISNOT,gccCert,gccAnthro,gccSciCon,gccReduce,gccIndiv,gccHurricanes,risk,gccCongress,gccPres,gccCorps,gccCitizens,gccLocalGov,gccStateGov,gccMC,IntAgree,Renew,Nuclear,Tax,EPA,CapTrade,GeoEng,egal1,indiv1,hier1,fatal1,egal2,indiv2,hier2,fatal2,egal3,indiv3,hier3,fatal3,age,gender,edu,zip,religion,religionOther,bornAgain,attend,party,partyOther,partyLean,party2,partyIden,ideology,race,inc,nep1REV,nep4REV,nep5REV,nepScale,sci2REV,sci3REV,sci4REV,sciScale,sciPol4REV,sciPol5REV,sciPolScale,cckIcecapC,cckAveTempC,cckCoastalC,cckHurricanesC,cckNuclearC,cckCancerC,cckEffectsC,cckPlantsC,cckGasC,gccKnow,gccDummy,happening,gccAnthroDummy,sciconsensus,egal,indiv,hier,fatal,male,partisan,white
10/10/17 11:57,8,7,9,7,6,8,7,7,9,8,7,7,1,5,7,7,0,20,0,60,20,1,7,7,5,5,1,5,7,1,6,7,6,1,7,7,5,5,2,2,7,6,6,6,2,5,1,1,1,1,0,1,0,0,1,1,3,NA,4,1,1,3,2,5,9,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,6,6,7,7,2,1,7,7,2,2,6,30,3,7,66083,Other (please specify),Pantheistic ,NA,1,Independent,,Democratic,-1,0,2,7,3,2,7,1,5,3,6,6,5,6,3,5,0,1,1,1,1,0,0,1,1,6,1,4,1,1,7,3,3,7,1,4,1
10/10/17 11:24,9,6,7,6,5,7,8,6,7,7,6,6,3,6,5,5,20,30,10,30,10,3,6,1,5,5,3,6,6,3,3,6,6,2,3,7,7,2,1,6,6,5,7,6,2,4,1,1,1,1,0,0,0,0,1,1,2,NA,3,1,1,2,3,4,9,2,2,2,1,0,0,0,5,6,4,4,6,5,6,5,3,5,2,5,3,7,5,5,3,7,5,30,3,7,94555,Agnostic,,NA,0,Independent,,Democratic,-1,0,3,3,7,5,6,5,6,6,7,2,6,6,4,6,0,1,1,1,1,1,0,1,1,7,1,3,1,1,5,3,6,4,1,4,0
10/10/17 7:16,6,5,7,6,5,5,6,6,6,7,5,3,4,3,3,2,35,15,15,30,5,5,5,2,2,5,2,6,5,5,3,4,4,2,3,4,4,4,4,4,4,4,4,4,5,4,1,0,1,1,1,0,0,0,1,1,1,NA,2,2,1,3,4,3,6,1,2,1,1,0,0,1,4,5,3,4,5,4,4,5,4,4,2,5,4,3,3,4,4,4,3,30,2,2,36203,Other (please specify),None,NA,1,Independent,,Neither,0,0,4,7,1,5,6,5,5,4,4,4,4,3,4,4,0,0,1,1,0,1,0,1,1,5,1,2,0,1,5,4,4,3,0,4,1
10/9/17 15:04,10,0,6,0,4,3,10,10,7,6,6,6,5,5,6,4,10,30,10,40,10,4,5,1,6,5,NA,6,7,3,2,7,6,3,5,7,6,5,3,5,3,3,6,5,5,5,1,0,1,1,1,1,0,1,4,1,2,NA,3,1,2,2,6,3,8,2,2,2,1,1,1,1,5,6,3,3,5,6,4,6,6,6,5,6,5,4,7,5,6,5,5,30,2,6,60936,Orthodox,,0,4,Independent,,Neither,0,0,4,7,5,6,5,3,6,3,5,3,4,3,3,4,0,0,1,1,0,0,0,0,0,2,1,3,1,0,6,6,5,6,0,4,1
10/10/17 0:34,8,7,10,6,6,8,9,9,7,8,5,6,5,NA,5,7,0,50,0,50,0,4,5,1,6,6,7,7,6,1,5,5,5,3,5,5,5,5,5,5,5,6,5,5,6,5,1,1,1,1,1,1,1,1,1,1,2,NA,3,2,1,2,1,4,5,0,0,0,0,0,0,0,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2,2,54729,Mormon,,0,4,Independent,,Neither,0,0,2,3,3,3,5,3,4,3,3,3,4,2,3,4,0,1,1,1,0,0,1,0,1,5,1,3,0,1,NA,NA,NA,NA,0,4,0
10/10/17 11:49,8,3,10,6,7,4,5,6,3,4,6,6,6,5,6,7,37,29,15,10,9,4,2,5,3,6,3,4,3,6,6,7,6,4,5,5,5,2,4,5,4,5,6,3,7,3,0,1,1,0,1,1,0,1,1,1,2,NA,3,1,3,1,3,3,3,-1,1,0,0,-1,1,0,6,5,5,4,7,7,4,6,7,1,3,4,5,4,5,2,5,6,4,30,3,2,68803,Buddhist,,NA,3,Independent,,Neither,0,0,6,6,3,2,4,3,4,6,4,3,4,1,5,4,1,1,1,0,0,0,0,0,1,4,1,3,1,0,4,6,4,4,1,4,0
10/7/17 22:16,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,3,5,27,15,49,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0,1,0,1,0,0,1,0,NA,NA,0,2,4,2,4,3,5,0,0,0,0,0,0,0,4,4,4,4,4,4,4,7,3,4,7,7,7,7,7,4,4,4,7,30,3,6,30236,Choose not to answer,,NA,1,Other (please specify),none,Neither,0,0,4,7,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,1,1,0,0,1,1,6,0,0,0,0,6,5,5,7,1,4,1
10/5/17 22:21,10,9,9,10,9,10,9,9,10,10,7,7,6,7,6,6,20,20,20,20,20,7,7,6,7,7,6,6,6,7,6,6,7,6,7,7,7,6,7,6,7,6,6,7,7,7,1,1,1,1,1,1,1,1,1,1,3,NA,4,1,1,0,7,5,10,1,1,2,1,2,2,2,7,6,6,6,7,7,7,7,7,6,6,7,7,6,6,7,6,7,6,30,3,4,60653,Catholic,,0,5,Democratic,,,-1,3,7,7,3,2,2,1,4,2,1,2,4,1,1,4,0,1,1,1,0,0,1,0,1,5,1,4,1,1,7,7,6,6,1,1,1
10/6/17 5:04,10,0,10,4,4,7,5,10,3,5,5,5,5,4,7,1,20,20,10,20,30,4,3,3,4,4,3,6,5,4,4,7,3,5,7,6,4,5,4,4,7,4,4,4,4,4,0,1,1,1,1,1,0,1,3,1,3,NA,4,1,2,2,1,4,8,1,2,1,-1,0,0,0,5,4,3,4,4,4,5,5,4,1,5,7,3,1,7,1,6,4,5,30,2,2,37919,Other (please specify),Baptist,NA,1,Democratic,,,-1,1,1,7,2,4,3,1,4,3,4,4,4,4,4,4,1,1,1,1,0,0,0,0,0,4,1,4,1,0,4,4,2,6,0,3,1
10/8/17 4:04,5,5,7,4,7,8,8,7,8,7,6,6,1,4,2,2,0,10,5,70,15,1,6,2,3,6,1,4,5,1,2,7,7,1,1,7,2,5,5,4,1,5,7,3,2,3,1,1,1,1,1,0,0,1,1,1,3,NA,4,1,1,3,2,4,10,2,2,2,2,2,2,2,6,6,2,6,6,6,6,4,6,3,2,5,5,5,1,5,2,6,2,30,2,2,19541,Protestant,,0,1,Democratic,,,-1,2,2,7,4,6,7,7,7,3,3,4,3,6,5,5,0,1,1,1,0,1,0,0,1,5,1,4,1,1,5,4,5,2,0,2,1
10/8/17 11:16,8,7,8,5,4,6,6,8,7,5,7,7,2,6,4,3,10,20,5,60,5,3,6,3,3,5,1,4,7,1,3,7,7,1,3,7,5,3,5,2,3,5,5,4,4,4,1,1,1,1,1,1,0,0,1,1,3,NA,4,1,1,3,5,4,7,0,2,1,1,1,0,0,6,6,4,5,6,6,4,7,3,6,5,6,4,5,5,7,2,5,4,30,2,7,1247,Choose not to answer,,NA,0,Democratic,,,-1,3,2,7,2,5,7,5,6,5,3,6,4,4,4,4,0,1,1,1,0,0,0,1,1,5,1,4,1,1,7,3,5,5,0,1,1
10/9/17 0:58,10,10,9,9,10,9,10,9,10,9,6,6,7,6,7,7,30,10,20,10,30,7,7,7,7,6,6,6,7,6,7,6,7,6,7,6,6,7,7,7,6,6,7,7,6,7,1,1,0,1,0,1,1,0,4,1,3,NA,4,1,3,0,7,5,10,2,1,2,2,2,1,1,7,6,7,7,6,7,6,7,6,6,6,6,7,7,6,7,7,6,7,30,3,4,60637,Catholic,,0,5,Democratic,,,-1,3,1,7,3,1,2,1,4,1,1,1,3,2,1,5,0,1,0,1,1,0,1,1,0,5,1,4,1,0,7,7,6,6,1,1,1
10/9/17 19:46,10,8,9,8,10,9,10,10,9,9,6,6,7,7,6,7,20,20,20,20,20,6,7,7,7,7,6,7,6,7,5,7,6,6,5,7,7,6,7,7,6,6,7,6,7,7,1,1,1,1,1,1,1,1,1,1,3,NA,4,1,NA,4,3,5,5,2,1,2,1,2,1,2,7,7,6,6,7,6,7,7,7,6,7,7,7,6,7,6,6,7,6,30,2,6,33830,Protestant,,1,4,Democratic,,,-1,3,1,7,4,3,2,3,5,2,1,1,3,1,1,4,0,1,1,1,0,0,1,0,1,5,1,4,1,NA,7,7,6,7,0,1,1
10/10/17 11:44,10,10,10,10,10,10,10,10,10,10,7,7,1,7,7,1,0,33,33,34,0,1,7,1,7,7,1,7,7,1,4,7,7,1,1,7,7,1,4,1,7,7,5,2,1,5,1,1,1,1,1,1,0,1,1,1,3,NA,4,1,1,3,1,5,10,2,2,2,2,2,2,2,1,7,1,7,7,7,7,7,2,6,4,7,7,4,5,7,7,7,5,30,3,6,57701,Atheist,,NA,0,Democratic,,,-1,3,1,7,4,4,7,7,6,7,4,7,6,7,3,5,0,1,1,1,0,0,0,0,1,4,1,4,1,1,7,5,6,5,1,1,1
10/7/17 23:46,10,10,10,10,10,10,10,10,10,10,7,7,5,7,7,3,35,35,10,10,10,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,6,7,1,1,1,1,1,1,1,1,1,1,2,NA,3,1,1,4,7,5,10,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,30,3,7,23434,Catholic,,0,3,Democratic,,,-1,2,7,7,6,1,1,1,4,1,1,1,3,2,1,5,0,1,1,1,0,0,1,0,1,5,1,3,1,1,7,7,7,7,1,2,1
10/10/17 11:24,5,1,1,4,6,1,2,6,6,1,6,6,5,6,7,4,37,29,15,10,9,3,7,2,1,4,2,3,5,4,2,5,4,4,5,7,5,4,1,5,5,4,5,2,2,5,1,1,1,1,0,1,1,1,1,1,2,NA,3,1,1,2,2,4,5,0,1,0,-1,-1,-1,0,4,7,5,1,7,1,7,2,7,6,5,5,5,6,6,1,1,5,2,30,3,4,28753,Other (please specify),Baptist,NA,2,Democratic,,,-1,2,3,7,2,6,4,3,5,4,7,3,5,6,3,4,0,1,1,1,1,0,1,0,1,6,1,3,1,1,3,4,6,4,1,2,1
10/10/17 11:50,10,8,8,9,10,9,9,9,10,9,7,6,5,7,6,6,15,25,25,25,10,7,6,6,7,5,6,7,5,6,5,6,6,7,6,7,7,7,6,5,6,6,7,7,6,5,0,0,1,1,1,1,0,1,3,1,2,NA,3,2,1,1,6,5,10,1,1,2,2,2,1,0,6,6,7,5,7,6,5,6,7,6,7,5,6,6,5,5,7,7,6,30,3,7,19111,Catholic,,0,3,Democratic,,,-1,2,3,7,6,3,1,2,4,1,2,3,4,2,3,5,1,0,1,1,0,0,0,0,0,3,1,3,0,1,5,7,6,6,1,2,1
10/10/17 12:04,6,6,7,7,6,6,7,6,6,6,6,6,5,6,5,5,20,15,45,10,10,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,NA,3,1,1,4,3,4,9,-1,-1,-1,-1,-1,0,0,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,5,30,3,7,75038,Hindu,,NA,4,Democratic,,,-1,2,2,3,6,3,3,3,4,3,3,3,4,3,3,4,0,1,1,1,0,0,1,0,1,5,1,3,1,1,4,4,4,4,1,2,0
10/5/17 18:15,9,9,9,10,10,10,10,9,10,9,7,7,7,6,6,6,20,20,20,10,30,6,6,6,7,7,7,6,7,7,6,6,7,7,7,6,6,7,7,7,6,6,6,7,7,7,1,0,0,0,0,1,1,1,1,1,3,NA,4,1,1,0,7,5,10,0,-2,-1,1,1,0,2,7,7,7,6,7,6,6,6,6,6,6,7,7,7,7,6,7,6,7,30,3,7,32317,Catholic,,1,5,Republican,,,1,3,2,7,3,2,1,1,4,1,1,1,3,1,1,4,0,0,0,0,1,0,1,0,1,3,1,4,1,1,6,7,6,7,1,7,1
10/6/17 18:46,9,9,10,9,10,9,9,10,10,10,6,6,7,7,7,6,10,20,20,20,30,7,6,6,6,7,7,6,7,7,7,7,6,7,6,6,6,7,6,7,7,7,7,7,6,6,1,1,1,1,1,1,1,1,2,1,3,NA,4,1,3,0,7,5,10,2,1,2,1,2,1,2,7,6,7,7,6,6,7,6,6,7,7,6,6,7,7,3,6,7,6,30,3,6,94110,Catholic,,0,4,Republican,,,1,3,7,7,3,1,1,2,4,1,2,1,3,2,2,5,0,1,1,1,0,0,1,0,0,4,1,4,1,0,5,6,7,7,1,7,1
10/9/17 19:10,3,6,6,3,9,6,8,5,7,8,6,6,5,6,6,3,39,29,12,20,0,4,5,2,4,4,6,5,6,1,1,5,5,4,4,4,4,5,4,5,4,4,4,4,4,5,1,1,1,1,1,1,1,1,3,1,3,NA,4,1,1,3,5,3,5,0,0,1,0,0,0,0,4,5,3,4,4,5,4,5,4,5,2,4,5,3,2,6,5,3,2,30,2,6,74075,Catholic,,0,3,Republican,,,1,1,4,7,4,7,4,4,5,3,4,3,4,4,3,4,0,1,1,1,0,0,1,0,0,4,1,4,1,1,5,5,4,2,0,5,1
10/8/17 14:58,4,2,7,5,7,6,5,5,5,3,5,4,4,4,5,4,5,30,15,40,10,6,6,1,4,3,5,5,2,4,3,5,1,6,7,7,4,3,4,4,3,5,4,5,5,4,0,0,1,1,1,0,0,1,3,1,2,NA,3,2,1,1,5,4,7,1,1,1,2,2,2,2,5,7,3,4,5,5,4,6,3,7,3,5,4,2,5,2,2,5,2,30,2,2,37803,Catholic,,1,4,Republican,,,1,3,2,7,2,5,2,1,4,5,4,4,4,3,4,4,1,0,1,1,0,1,0,0,0,4,1,3,0,1,4,3,5,3,0,7,1
10/9/17 11:40,5,5,5,4,6,5,5,4,6,5,4,4,4,4,4,4,20,20,20,20,20,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,1,1,0,1,0,0,1,1,1,1,2,NA,3,2,1,3,3,4,5,0,-2,0,0,0,1,0,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,30,2,2,95821,Other (please specify),Christian,NA,1,Republican,,,1,2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,0,1,0,1,1,1,1,0,1,6,1,3,0,1,4,4,4,4,0,6,0
10/10/17 11:21,6,5,7,4,2,7,8,6,4,7,7,7,1,7,6,4,30,35,5,25,5,5,6,3,3,5,3,4,5,4,4,6,7,2,3,7,4,3,4,3,5,4,6,4,2,2,1,1,1,1,0,0,0,1,1,1,2,NA,3,1,1,2,4,5,8,-2,-2,-2,-1,-1,-1,-2,7,7,4,7,7,5,6,5,4,5,1,5,4,6,3,4,5,3,2,30,3,5,28311,Catholic,,0,1,Republican,,,1,1,4,4,4,4,6,5,6,5,4,5,5,6,6,5,0,1,1,1,1,1,0,0,1,6,1,3,1,1,5,4,5,2,1,5,0
10/10/17 11:41,3,3,7,2,4,4,8,6,2,4,6,5,5,6,6,6,31,30,10,16,13,5,4,4,5,6,6,3,5,2,4,5,5,4,6,5,4,6,3,6,4,5,6,6,5,2,1,1,1,1,0,1,0,1,1,1,2,NA,3,2,1,2,3,3,7,1,1,2,1,1,1,1,5,6,6,5,4,6,6,4,5,3,3,5,6,5,5,4,6,5,4,30,3,6,68627,Catholic,,0,2,Republican,,,1,2,6,7,3,4,4,2,4,2,5,2,3,3,6,5,0,1,1,1,1,0,0,0,1,5,1,3,0,1,4,6,4,4,1,6,1
10/9/17 10:58,5,5,5,5,3,5,5,5,6,5,7,7,7,7,7,4,40,30,20,10,0,4,7,4,4,4,4,4,4,4,2,4,1,6,7,3,4,5,4,4,2,5,4,4,5,4,1,1,1,1,1,1,1,1,1,0,NA,NA,0,2,1,3,4,3,5,0,0,0,0,0,0,0,4,7,3,3,3,4,6,4,4,6,1,4,4,6,6,4,4,6,2,30,2,6,15522,Other (please specify),Non denominational,NA,4,Republican,,,1,3,6,7,3,6,2,1,3,3,4,4,3,3,4,4,0,1,1,1,0,0,1,0,1,5,0,0,0,1,4,4,6,3,0,7,1
10/10/17 11:21,2,0,3,0,1,1,0,2,0,1,3,4,4,4,3,4,0,20,50,0,30,4,3,3,3,2,4,1,4,3,5,5,5,4,4,5,1,3,3,3,4,3,2,5,1,4,0,1,1,1,0,1,1,1,2,-1,NA,2,3,2,1,0,5,3,0,0,0,1,0,0,1,1,4,5,4,4,4,5,5,4,4,5,4,5,4,4,4,4,5,4,5,30,3,7,95054,Orthodox,,1,3,Republican,,,1,2,4,7,4,3,4,4,4,5,5,5,4,7,4,4,1,1,1,1,1,0,1,0,0,6,0,-3,0,1,4,4,4,4,1,6,1
10/7/17 6:16,10,10,10,10,10,10,10,10,10,10,7,7,1,7,4,1,0,0,0,100,0,5,7,1,3,7,2,7,7,5,1,7,2,1,2,7,4,6,1,5,3,3,4,5,4,3,1,1,1,1,1,1,0,1,1,1,2,NA,3,1,4,2,1,4,10,2,2,2,2,2,2,2,7,7,1,7,7,7,7,2,4,7,2,4,4,6,3,4,1,3,2,31,2,6,20603,Choose not to answer,,NA,0,Independent,,Democratic,-1,0,4,7,5,7,7,6,6,2,7,3,4,4,5,4,0,1,1,1,0,0,0,0,1,4,1,3,1,0,3,3,5,2,0,4,1
10/9/17 3:22,10,10,10,10,6,10,10,8,10,8,7,7,1,7,1,1,0,0,0,100,0,1,7,1,1,1,1,5,7,1,1,7,7,1,1,7,7,1,1,1,1,7,7,7,1,7,1,1,1,1,1,1,0,1,1,1,3,NA,4,1,1,2,3,4,10,2,2,2,2,2,2,2,7,7,1,7,7,5,7,4,1,4,7,7,4,1,1,4,4,1,4,31,2,4,72034,Agnostic,,NA,0,Independent,,Neither,0,0,2,7,2,7,7,7,7,7,7,7,6,7,1,6,0,1,1,1,0,0,0,0,1,4,1,4,1,1,5,3,2,4,0,4,1
10/9/17 11:04,7,3,0,0,4,6,10,9,10,8,7,7,1,7,3,3,0,5,0,90,5,1,7,2,3,1,3,1,7,1,5,2,1,5,7,4,1,7,2,6,4,2,5,4,3,2,1,1,1,1,0,0,0,0,1,1,3,NA,4,2,1,1,7,5,6,2,0,0,2,2,2,2,3,7,6,5,5,5,1,6,6,3,1,2,3,6,6,4,4,7,1,31,3,4,28213,Other (please specify),Christian ,NA,3,Independent,,Neither,0,0,5,4,5,3,3,1,2,1,6,2,3,5,6,4,0,1,1,1,1,1,0,1,1,7,1,4,0,1,4,4,5,3,1,4,0
10/7/17 4:40,1,2,4,0,3,3,10,4,5,9,4,2,5,5,2,5,5,5,25,25,40,2,2,7,5,6,4,4,5,1,1,4,7,3,5,3,3,5,5,7,6,7,7,7,1,3,1,1,1,1,1,1,1,0,1,1,1,NA,2,2,1,1,6,2,7,1,1,1,1,1,1,0,6,3,7,5,4,7,7,7,1,7,1,7,1,7,7,7,1,7,7,31,2,6,17403,Atheist,,NA,0,Independent,,Neither,0,0,6,7,2,7,5,3,5,3,3,1,3,7,5,7,0,1,1,1,0,0,1,1,1,6,1,2,0,1,7,1,7,5,0,4,1
10/8/17 19:46,8,5,6,0,7,7,6,8,10,2,7,5,5,5,6,6,20,15,15,25,25,7,6,2,5,3,6,2,2,2,1,6,1,3,5,7,6,5,2,6,7,6,7,5,7,6,1,0,1,1,1,1,1,0,1,1,2,NA,3,1,1,1,7,5,10,2,-2,0,1,1,1,0,6,5,6,4,5,6,7,6,7,7,5,7,6,6,4,7,2,6,5,31,2,4,60634,Catholic,,0,2,Independent,,Neither,0,0,4,7,1,7,5,3,5,3,6,2,5,1,2,4,0,0,1,1,0,0,1,1,1,5,1,3,1,1,7,5,6,5,0,4,1
10/6/17 22:28,0,0,0,0,0,0,0,5,5,0,7,7,5,7,6,3,10,30,0,60,0,5,7,5,5,6,5,5,5,5,4,4,5,4,5,4,5,4,5,6,6,7,6,6,6,3,0,1,0,1,1,0,1,0,1,0,NA,NA,0,3,2,3,4,2,5,0,1,1,0,1,1,1,5,7,3,6,6,5,6,6,5,5,4,5,5,5,4,1,5,6,3,31,2,6,1876,Catholic,,0,2,Independent,,Neither,0,0,4,7,7,4,4,3,4,4,3,2,4,2,5,5,1,1,0,1,0,1,1,1,1,7,0,0,0,0,4,5,5,4,0,4,1
10/6/17 22:40,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,100,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,-1,NA,0,1,2,4,3,4,3,5,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,31,2,6,1876,Catholic,,0,2,Independent,,Neither,0,0,4,7,7,4,4,4,4,4,4,4,4,4,4,4,0,1,1,1,0,0,1,0,1,5,0,-1,0,0,4,4,4,4,0,4,1
10/5/17 18:39,6,5,5,2,7,5,8,7,9,9,7,7,3,7,3,2,15,15,15,55,0,2,7,2,3,3,1,5,6,1,3,7,7,1,2,7,5,4,6,3,3,5,5,4,5,3,1,1,1,1,1,1,0,0,4,1,3,NA,4,1,4,3,3,4,9,1,1,1,1,1,1,1,5,7,3,5,6,4,6,4,4,7,4,4,4,4,3,4,2,5,3,31,2,4,47150,Other (please specify),Baptist ,NA,3,Independent,,Republican,1,0,3,7,2,5,7,6,6,4,2,5,4,3,5,4,0,1,1,1,0,0,0,1,0,4,1,4,1,0,4,3,5,3,0,4,1
10/10/17 4:40,7,8,7,5,5,9,8,7,5,7,7,7,1,6,4,6,0,0,0,50,50,3,7,6,5,5,2,7,7,1,2,6,6,2,3,5,6,1,1,1,6,6,7,6,2,2,0,1,1,1,0,0,1,0,1,1,3,NA,4,1,1,3,1,4,9,1,2,2,1,1,1,1,6,7,6,6,7,3,7,1,3,6,5,5,5,4,4,4,5,3,3,31,3,6,18064,Atheist,,NA,0,Independent,,Republican,1,0,3,7,4,6,6,5,6,7,7,7,7,6,6,6,1,1,1,1,1,1,1,1,1,9,1,4,1,1,3,4,4,4,1,4,1
10/10/17 11:26,1,5,4,8,2,1,5,4,0,3,7,6,2,6,6,3,0,20,0,0,80,3,7,1,4,6,6,5,5,3,4,5,4,5,5,6,3,3,6,4,6,3,4,5,6,6,1,1,1,1,1,1,0,0,1,1,2,NA,3,2,1,3,4,4,1,0,1,0,0,0,0,0,5,4,3,4,4,5,5,6,6,5,5,6,5,5,3,4,6,6,6,31,3,5,33907,Protestant,,1,4,Independent,,Republican,1,0,5,7,2,4,3,3,4,5,2,4,4,2,2,3,0,1,1,1,0,0,0,1,1,5,1,3,0,1,5,6,5,5,1,4,1
10/9/17 6:34,9,6,6,5,5,5,3,4,7,9,7,7,7,6,7,4,40,20,20,15,5,6,6,3,4,5,6,3,4,4,6,6,7,3,4,7,4,4,5,4,4,4,4,5,4,4,1,1,1,1,1,1,1,0,3,1,3,NA,4,1,1,3,1,4,10,NA,1,1,1,1,1,1,6,6,5,5,4,5,5,4,5,4,5,6,5,3,5,4,4,4,4,31,2,6,93505,Catholic,,0,3,Democratic,,,-1,2,5,7,4,2,5,4,5,4,3,4,4,4,4,4,0,1,1,1,0,0,1,1,0,5,1,4,1,1,5,5,4,5,0,2,1
10/10/17 6:10,8,6,6,1,0,5,6,8,8,0,7,7,2,7,4,1,0,0,0,100,0,1,7,1,4,4,1,4,7,1,3,7,7,1,4,7,6,1,4,5,5,6,7,7,2,2,1,1,1,1,0,1,0,1,1,1,3,NA,4,1,1,2,6,4,10,2,2,2,2,2,2,2,7,7,1,7,7,5,5,2,2,4,4,5,2,5,3,5,4,2,5,31,2,4,98501,Other (please specify),Wiccan ,NA,2,Democratic,,,-1,2,1,7,1,5,7,4,6,7,4,3,5,6,6,6,0,1,1,1,1,0,0,0,1,5,1,4,1,1,4,3,4,4,0,2,1
10/10/17 11:32,7,9,4,6,4,6,9,7,7,5,7,7,4,6,5,1,10,30,10,50,0,2,5,4,6,4,4,5,2,6,4,7,4,5,6,7,4,3,3,4,4,4,4,4,4,4,1,1,1,1,1,1,1,0,1,1,3,NA,4,1,1,1,4,3,5,0,0,0,0,0,0,0,5,5,5,5,4,5,4,4,4,5,4,3,5,4,5,5,3,5,2,31,3,6,90731,Catholic,,0,1,Democratic,,,-1,2,2,5,4,4,3,2,4,5,5,4,4,4,4,4,0,1,1,1,0,0,1,1,1,6,1,4,1,1,4,4,5,4,1,2,0
10/10/17 11:41,10,10,9,9,9,10,10,9,10,9,6,7,6,7,6,7,20,20,20,20,20,6,7,6,7,7,7,6,7,6,7,6,6,6,7,7,7,7,7,6,6,7,6,7,7,6,1,0,0,1,0,0,1,1,2,1,3,NA,4,1,1,0,6,5,10,1,2,2,1,2,2,1,7,6,7,7,7,6,6,7,7,6,7,6,6,7,7,6,6,7,6,31,3,7,92553,Catholic,,1,4,Democratic,,,-1,3,2,7,3,1,2,1,4,1,1,2,3,1,2,5,0,0,0,1,1,1,1,0,0,4,1,4,1,1,6,6,7,7,1,1,1
10/10/17 11:33,10,10,10,3,9,10,9,10,9,10,7,7,2,7,6,2,10,30,5,45,10,2,7,1,1,5,1,2,7,3,1,7,7,1,7,7,7,1,6,1,5,6,7,2,1,5,1,1,1,1,1,1,0,1,1,1,3,NA,4,1,1,3,5,5,10,2,2,2,2,1,2,2,7,7,1,7,7,1,7,6,1,5,3,7,2,3,5,7,4,5,4,31,3,4,50201,Atheist,,NA,1,Democratic,,,-1,3,2,7,2,7,7,1,6,7,2,7,6,7,3,5,0,1,1,1,0,0,0,0,1,4,1,4,1,1,7,2,4,4,1,1,1
10/10/17 11:49,8,8,10,2,1,10,6,10,10,9,7,7,1,7,4,1,15,0,0,85,0,1,7,1,4,5,3,7,7,3,4,7,7,1,7,7,2,7,6,7,7,1,5,1,7,7,1,1,1,1,1,1,0,1,1,1,3,NA,4,1,2,3,1,5,10,2,2,2,2,2,2,2,7,7,1,7,7,4,7,7,1,5,6,7,2,NA,5,7,1,2,1,31,3,6,54703,Choose not to answer,,NA,1,Democratic,,,-1,2,1,7,7,4,7,1,6,1,2,1,3,1,1,2,0,1,1,1,0,0,0,0,1,4,1,4,1,0,7,1,NA,4,1,2,1
10/8/17 19:46,7,3,4,7,7,2,3,6,3,7,7,7,2,3,5,1,40,30,0,30,0,6,7,1,4,5,5,4,5,6,5,4,3,5,4,7,5,3,5,5,5,5,5,4,5,4,1,1,1,1,1,1,1,1,1,1,2,NA,3,1,1,3,5,4,8,2,2,2,2,2,2,2,4,7,1,4,7,4,4,4,5,5,1,4,5,7,6,3,3,7,1,31,2,7,58102,Catholic,,0,4,Democratic,,,-1,2,4,7,3,3,3,4,4,5,3,3,4,3,4,4,0,1,1,1,0,0,1,0,1,5,1,3,1,1,4,4,6,3,0,2,1
